,user_id,event_type,event_time,item_category,price
67,35,view,2025-09-23 00:01:00,Clothes,0
68,81,view,2025-09-02 19:09:00,Food,0
69,164,view,2025-09-17 08:40:00,Food,0
70,50,view,2025-09-03 02:34:00,Electronics,0
71,104,purchase,2025-09-01 02:49:00,Electronics,34
72,132,click,2025-09-19 16:33:00,Clothes,0
73,2,view,2025-09-03 05:59:00,Food,0
74,134,purchase,2025-09-03 08:55:00,Food,372
75,54,view,2025-09-14 20:32:00,Electronics,0
76,106,purchase,2025-09-08 22:08:00,Food,233
77,4,view,2025-09-03 10:04:00,Food,0
78,54,view,2025-09-13 15:45:00,Food,0
79,191,click,2025-09-11 08:43:00,Food,0
80,146,click,2025-09-15 12:56:00,Food,0
81,44,click,2025-09-28 12:12:00,Clothes,0
82,162,purchase,2025-09-14 11:30:00,Clothes,25
83,190,click,2025-09-21 19:57:00,Electronics,0
84,14,click,2025-09-26 12:13:00,Food,0
85,95,click,2025-09-28 17:52:00,Food,0
86,48,click,2025-09-16 04:23:00,Clothes,0
87,15,view,2025-09-04 17:40:00,Clothes,0
88,200,click,2025-09-15 09:10:00,Clothes,0
89,190,view,2025-09-11 14:45:00,Electronics,0
90,40,click,2025-09-19 22:20:00,Food,0
91,82,click,2025-09-23 19:59:00,Electronics,0
92,111,click,2025-09-12 05:03:00,Clothes,0
93,53,click,2025-09-06 03:33:00,Food,0
94,24,click,2025-09-22 22:18:00,Electronics,0
95,154,view,2025-09-11 05:26:00,Clothes,0
96,188,click,2025-09-19 18:15:00,Food,0
97,124,view,2025-09-05 03:43:00,Food,0
98,41,view,2025-09-14 07:38:00,Food,0
99,157,view,2025-09-19 17:50:00,Clothes,0
100,15,view,2025-09-08 04:01:00,Food,0
101,45,view,2025-09-26 06:06:00,Food,0
102,65,click,2025-09-24 19:34:00,Food,0
103,89,view,2025-09-29 05:57:00,Clothes,0
104,71,view,2025-09-25 02:57:00,Electronics,0
105,9,view,2025-09-13 10:06:00,Electronics,0
106,88,view,2025-09-16 19:51:00,Food,0
107,129,click,2025-09-06 18:21:00,Electronics,0
108,136,view,2025-09-25 09:22:00,Clothes,0
109,63,view,2025-09-27 10:47:00,Electronics,0
110,139,view,2025-09-23 21:53:00,Clothes,0
111,81,view,2025-09-25 20:19:00,Clothes,0
112,136,view,2025-09-26 14:54:00,Electronics,0
113,163,view,2025-09-24 04:21:00,Food,0
114,163,click,2025-09-10 18:42:00,Clothes,0
115,33,click,2025-09-04 18:58:00,Electronics,0
116,123,view,2025-09-16 11:40:00,Electronics,0
117,5,purchase,2025-09-02 20:59:00,Electronics,287
118,41,view,2025-09-21 11:25:00,Clothes,0
119,28,view,2025-09-28 23:25:00,Food,0
120,135,purchase,2025-09-01 16:59:00,Food,243
121,72,view,2025-09-23 13:11:00,Clothes,0
122,12,purchase,2025-09-15 01:50:00,Clothes,203
123,162,view,2025-09-16 16:55:00,Food,0
124,33,view,2025-09-10 12:18:00,Food,0
125,48,view,2025-09-27 15:06:00,Clothes,0
126,151,click,2025-09-05 16:09:00,Electronics,0
127,62,click,2025-09-28 14:09:00,Electronics,0
128,37,click,2025-09-08 18:11:00,Electronics,0
129,99,view,2025-09-10 16:27:00,Electronics,0
130,172,view,2025-09-25 02:45:00,Clothes,0
131,104,view,2025-09-14 12:10:00,Electronics,0
132,35,view,2025-09-10 05:40:00,Clothes,0
133,193,purchase,2025-09-14 05:44:00,Electronics,348
134,101,view,2025-09-04 02:01:00,Electronics,0
135,175,click,2025-09-14 10:12:00,Electronics,0
136,131,click,2025-09-14 23:15:00,Food,0
137,1,view,2025-09-24 12:29:00,Food,0
138,5,click,2025-09-16 04:28:00,Food,0
139,142,view,2025-09-15 07:35:00,Food,0
140,103,view,2025-09-10 10:55:00,Food,0
141,27,view,2025-09-11 05:32:00,Food,0
142,137,view,2025-09-18 14:47:00,Food,0
143,15,view,2025-09-01 16:21:00,Clothes,0
144,90,view,2025-09-15 23:14:00,Clothes,0
145,42,view,2025-09-18 13:59:00,Food,0
146,124,view,2025-09-12 04:50:00,Clothes,0
147,179,click,2025-09-14 01:35:00,Clothes,0
148,63,click,2025-09-06 22:46:00,Clothes,0
149,96,view,2025-09-19 06:49:00,Electronics,0
150,52,view,2025-09-05 09:49:00,Food,0
151,96,click,2025-09-08 10:48:00,Food,0
152,132,view,2025-09-28 23:56:00,Clothes,0
153,151,click,2025-09-13 18:15:00,Food,0
154,143,view,2025-09-16 03:34:00,Clothes,0
155,171,view,2025-09-26 03:34:00,Food,0
156,29,view,2025-09-15 23:05:00,Food,0
157,36,view,2025-09-14 03:53:00,Food,0
158,13,click,2025-09-02 23:52:00,Food,0
159,160,view,2025-09-07 12:08:00,Clothes,0
160,71,click,2025-09-24 16:23:00,Clothes,0
161,187,click,2025-09-04 18:13:00,Food,0
162,86,view,2025-09-21 07:49:00,Food,0
163,28,click,2025-09-14 23:56:00,Food,0
164,66,view,2025-09-10 07:43:00,Food,0
165,170,view,2025-09-27 10:22:00,Electronics,0
166,45,click,2025-09-02 09:07:00,Food,0
167,62,view,2025-09-27 02:37:00,Clothes,0
168,185,view,2025-09-13 18:09:00,Electronics,0
169,134,view,2025-09-20 08:28:00,Food,0
170,28,view,2025-09-08 22:34:00,Clothes,0
171,28,click,2025-09-11 02:28:00,Electronics,0
172,108,click,2025-09-12 13:16:00,Electronics,0
173,44,click,2025-09-23 11:43:00,Clothes,0
174,84,click,2025-09-12 19:27:00,Electronics,0
175,30,view,2025-09-25 22:44:00,Electronics,0
176,190,view,2025-09-21 23:31:00,Food,0
177,75,view,2025-09-08 20:48:00,Electronics,0
178,128,view,2025-09-03 08:29:00,Clothes,0
179,92,view,2025-09-07 13:38:00,Clothes,0
180,190,purchase,2025-09-03 01:05:00,Electronics,476
181,129,view,2025-09-07 11:52:00,Electronics,0
182,121,view,2025-09-08 06:46:00,Food,0
183,27,view,2025-09-29 18:00:00,Food,0
184,190,click,2025-09-02 10:52:00,Clothes,0
185,121,click,2025-09-26 08:47:00,Clothes,0
186,116,view,2025-09-04 13:12:00,Clothes,0
187,3,view,2025-09-12 18:17:00,Electronics,0
188,103,click,2025-09-27 03:52:00,Electronics,0
189,198,view,2025-09-01 18:32:00,Clothes,0
190,200,view,2025-09-25 16:25:00,Food,0
191,155,click,2025-09-23 01:00:00,Clothes,0
192,137,click,2025-09-17 07:21:00,Clothes,0
193,62,view,2025-09-07 23:05:00,Clothes,0
194,165,click,2025-09-24 16:02:00,Clothes,0
195,51,click,2025-09-10 10:02:00,Clothes,0
196,172,view,2025-09-08 20:24:00,Food,0
197,152,purchase,2025-09-05 20:55:00,Food,483
198,59,click,2025-09-04 23:10:00,Clothes,0
199,118,click,2025-09-09 17:48:00,Food,0
200,160,click,2025-09-15 13:27:00,Food,0
201,96,view,2025-09-16 05:04:00,Food,0
202,180,view,2025-09-17 20:16:00,Clothes,0
203,113,view,2025-09-18 09:32:00,Food,0
204,62,view,2025-09-11 17:16:00,Electronics,0
205,186,view,2025-09-16 03:35:00,Clothes,0
206,52,click,2025-09-11 13:16:00,Clothes,0
207,12,click,2025-09-13 13:29:00,Clothes,0
208,39,click,2025-09-13 05:24:00,Food,0
209,130,click,2025-09-02 17:46:00,Clothes,0
210,131,click,2025-09-23 15:04:00,Electronics,0
211,113,view,2025-09-15 09:09:00,Electronics,0
212,101,view,2025-09-27 13:27:00,Electronics,0
213,113,view,2025-09-03 03:30:00,Clothes,0
214,184,click,2025-09-28 06:25:00,Food,0
215,81,view,2025-09-15 23:12:00,Food,0
216,187,click,2025-09-21 05:35:00,Clothes,0
217,113,view,2025-09-11 04:51:00,Food,0
218,2,click,2025-09-28 14:41:00,Food,0
219,130,click,2025-09-24 10:21:00,Electronics,0
220,54,click,2025-09-16 01:01:00,Food,0
221,87,purchase,2025-09-29 11:45:00,Food,213
222,129,click,2025-09-05 05:32:00,Electronics,0
223,147,purchase,2025-09-25 18:34:00,Electronics,11
224,126,purchase,2025-09-01 09:30:00,Food,55
225,130,click,2025-09-09 09:24:00,Electronics,0
226,53,click,2025-09-01 05:07:00,Electronics,0
227,172,view,2025-09-03 14:22:00,Clothes,0
228,160,view,2025-09-29 23:42:00,Food,0
229,198,view,2025-09-20 23:52:00,Food,0
230,160,view,2025-09-01 12:45:00,Clothes,0
231,68,view,2025-09-29 23:32:00,Food,0
232,183,purchase,2025-09-17 19:18:00,Electronics,455
233,184,click,2025-09-06 08:55:00,Electronics,0
234,123,click,2025-09-12 06:02:00,Electronics,0
235,145,view,2025-09-08 21:37:00,Electronics,0
236,38,view,2025-09-10 22:17:00,Electronics,0
237,24,view,2025-09-06 13:56:00,Food,0
238,69,view,2025-09-29 00:44:00,Food,0
239,116,view,2025-09-17 22:09:00,Clothes,0
240,98,view,2025-09-25 04:17:00,Food,0
241,198,purchase,2025-09-27 00:03:00,Clothes,326
242,139,click,2025-09-02 03:43:00,Clothes,0
243,144,view,2025-09-28 06:04:00,Electronics,0
244,97,view,2025-09-09 08:28:00,Clothes,0
245,124,view,2025-09-14 18:23:00,Electronics,0
246,187,view,2025-09-11 11:17:00,Food,0
247,70,purchase,2025-09-28 17:11:00,Clothes,363
248,93,view,2025-09-14 15:11:00,Food,0
249,3,view,2025-09-02 07:50:00,Electronics,0
250,148,view,2025-09-24 06:20:00,Food,0
251,187,view,2025-09-14 19:37:00,Clothes,0
252,164,click,2025-09-26 22:57:00,Food,0
253,147,click,2025-09-08 17:34:00,Food,0
254,90,click,2025-09-26 20:24:00,Clothes,0
255,195,view,2025-09-19 16:17:00,Clothes,0
256,147,view,2025-09-26 01:43:00,Food,0
257,148,view,2025-09-05 21:36:00,Food,0
258,96,click,2025-09-21 02:30:00,Clothes,0
259,199,view,2025-09-02 21:53:00,Clothes,0
260,52,view,2025-09-23 04:21:00,Food,0
261,161,click,2025-09-24 17:00:00,Clothes,0
262,168,click,2025-09-10 21:14:00,Food,0
263,128,view,2025-09-07 16:36:00,Clothes,0
264,39,view,2025-09-03 08:16:00,Food,0
265,82,view,2025-09-22 09:03:00,Clothes,0
266,104,click,2025-09-29 15:29:00,Food,0
267,129,view,2025-09-12 10:07:00,Electronics,0
268,11,purchase,2025-09-15 02:49:00,Food,296
269,185,view,2025-09-12 14:33:00,Food,0
270,178,purchase,2025-09-04 08:58:00,Food,438
271,151,click,2025-09-14 12:32:00,Electronics,0
272,159,view,2025-09-12 11:24:00,Clothes,0
273,42,click,2025-09-04 03:39:00,Clothes,0
274,99,view,2025-09-14 02:17:00,Electronics,0
275,7,purchase,2025-09-27 15:22:00,Electronics,145
276,144,click,2025-09-26 11:11:00,Clothes,0
277,90,view,2025-09-04 17:24:00,Food,0
278,112,click,2025-09-01 07:29:00,Electronics,0
279,60,purchase,2025-09-15 11:10:00,Food,34
280,113,view,2025-09-15 15:18:00,Clothes,0
281,2,view,2025-09-27 02:14:00,Clothes,0
282,129,click,2025-09-01 14:29:00,Electronics,0
283,48,click,2025-09-27 23:27:00,Clothes,0
284,140,view,2025-09-28 19:55:00,Clothes,0
285,197,view,2025-09-20 13:00:00,Electronics,0
286,37,view,2025-09-03 12:59:00,Food,0
287,160,view,2025-09-26 06:10:00,Food,0
288,9,view,2025-09-29 17:12:00,Clothes,0
289,99,purchase,2025-09-10 23:45:00,Electronics,93
290,147,view,2025-09-14 10:17:00,Food,0
291,48,click,2025-09-04 13:31:00,Food,0
292,131,view,2025-09-01 22:38:00,Food,0
293,148,view,2025-09-18 18:54:00,Food,0
294,152,view,2025-09-12 15:31:00,Electronics,0
295,54,view,2025-09-10 10:43:00,Clothes,0
296,120,click,2025-09-12 06:46:00,Clothes,0
297,161,purchase,2025-09-12 22:56:00,Clothes,186
298,152,click,2025-09-29 14:49:00,Electronics,0
299,116,purchase,2025-09-15 06:57:00,Food,228
300,75,click,2025-09-08 20:21:00,Food,0
301,113,view,2025-09-07 14:35:00,Clothes,0
302,200,click,2025-09-19 14:42:00,Food,0
303,164,click,2025-09-01 14:51:00,Clothes,0
304,166,view,2025-09-16 06:12:00,Food,0
305,104,click,2025-09-15 12:52:00,Food,0
306,84,view,2025-09-03 21:52:00,Food,0
307,112,view,2025-09-12 04:48:00,Electronics,0
308,99,click,2025-09-16 20:36:00,Food,0
309,153,view,2025-09-18 05:57:00,Electronics,0
310,93,view,2025-09-16 19:38:00,Food,0
311,146,purchase,2025-09-12 14:28:00,Electronics,392
312,128,click,2025-09-17 19:52:00,Electronics,0
313,110,view,2025-09-28 08:52:00,Electronics,0
314,82,click,2025-09-04 07:42:00,Electronics,0
315,194,view,2025-09-19 06:35:00,Food,0
316,54,view,2025-09-07 23:32:00,Food,0
317,163,purchase,2025-09-14 13:21:00,Clothes,155
318,189,click,2025-09-03 16:58:00,Food,0
319,169,view,2025-09-12 22:59:00,Food,0
320,161,click,2025-09-03 21:14:00,Electronics,0
321,68,click,2025-09-25 16:26:00,Clothes,0
322,33,view,2025-09-10 14:09:00,Clothes,0
323,142,view,2025-09-19 00:52:00,Electronics,0
324,21,view,2025-09-28 04:57:00,Clothes,0
325,48,click,2025-09-09 16:43:00,Clothes,0
326,148,click,2025-09-26 18:01:00,Electronics,0
327,128,click,2025-09-16 07:10:00,Food,0
328,136,purchase,2025-09-29 00:56:00,Food,468
329,135,click,2025-09-14 23:05:00,Electronics,0
330,195,view,2025-09-17 20:55:00,Electronics,0
331,145,view,2025-09-09 05:44:00,Electronics,0
332,128,view,2025-09-09 22:36:00,Clothes,0
333,33,view,2025-09-13 12:55:00,Electronics,0
334,176,click,2025-09-24 09:24:00,Food,0
335,187,click,2025-09-16 06:12:00,Food,0
336,115,view,2025-09-18 16:53:00,Clothes,0
337,119,view,2025-09-07 11:25:00,Clothes,0
338,22,click,2025-09-26 12:55:00,Food,0
339,158,view,2025-09-15 03:33:00,Food,0
340,38,view,2025-09-26 04:13:00,Food,0
341,109,view,2025-09-15 17:01:00,Clothes,0
342,51,view,2025-09-08 14:41:00,Electronics,0
343,182,purchase,2025-09-13 07:05:00,Clothes,445
344,8,view,2025-09-26 02:02:00,Food,0
345,27,view,2025-09-19 03:04:00,Clothes,0
346,27,view,2025-09-10 09:09:00,Clothes,0
347,21,purchase,2025-09-05 22:21:00,Clothes,138
348,30,view,2025-09-04 07:03:00,Food,0
349,97,view,2025-09-07 05:11:00,Clothes,0
350,28,view,2025-09-05 20:54:00,Electronics,0
351,111,view,2025-09-26 03:00:00,Food,0
352,192,view,2025-09-06 16:59:00,Food,0
353,197,click,2025-09-05 23:23:00,Clothes,0
354,61,view,2025-09-02 17:10:00,Clothes,0
355,48,view,2025-09-12 11:43:00,Food,0
356,147,click,2025-09-14 09:16:00,Food,0
357,4,view,2025-09-26 14:41:00,Food,0
358,35,view,2025-09-10 07:34:00,Electronics,0
359,192,view,2025-09-06 09:09:00,Clothes,0
360,49,purchase,2025-09-17 19:02:00,Clothes,267
361,17,view,2025-09-09 06:34:00,Electronics,0
362,172,click,2025-09-11 10:07:00,Food,0
363,158,click,2025-09-22 11:51:00,Electronics,0
364,46,view,2025-09-23 15:28:00,Clothes,0
365,117,purchase,2025-09-15 20:23:00,Food,6
366,6,view,2025-09-10 01:22:00,Electronics,0
367,99,view,2025-09-18 15:32:00,Electronics,0
368,124,click,2025-09-10 03:41:00,Electronics,0
369,37,click,2025-09-03 08:45:00,Food,0
370,24,click,2025-09-22 10:28:00,Electronics,0
371,93,view,2025-09-08 13:02:00,Electronics,0
372,46,view,2025-09-20 22:08:00,Food,0
373,181,click,2025-09-22 11:45:00,Food,0
374,95,view,2025-09-09 23:39:00,Food,0
375,99,view,2025-09-21 02:11:00,Electronics,0
376,188,view,2025-09-27 19:36:00,Clothes,0
377,116,view,2025-09-28 11:45:00,Food,0
378,191,click,2025-09-28 00:31:00,Food,0
379,160,view,2025-09-29 14:04:00,Food,0
380,161,purchase,2025-09-16 22:22:00,Clothes,302
381,67,view,2025-09-04 15:52:00,Clothes,0
382,128,click,2025-09-17 20:25:00,Electronics,0
383,18,view,2025-09-20 21:48:00,Clothes,0
384,25,view,2025-09-12 03:04:00,Electronics,0
385,54,view,2025-09-23 03:39:00,Food,0
386,58,view,2025-09-03 14:27:00,Food,0
387,67,view,2025-09-07 10:57:00,Clothes,0
388,104,purchase,2025-09-02 02:47:00,Food,128
389,174,click,2025-09-15 21:38:00,Food,0
390,24,view,2025-09-20 10:13:00,Electronics,0
391,114,view,2025-09-17 01:17:00,Clothes,0
392,32,view,2025-09-12 10:10:00,Food,0
393,175,view,2025-09-11 18:55:00,Food,0
394,86,click,2025-09-21 09:15:00,Food,0
395,151,purchase,2025-09-06 07:25:00,Electronics,98
396,194,view,2025-09-03 21:18:00,Food,0
397,127,view,2025-09-12 15:46:00,Food,0
398,155,view,2025-09-29 06:13:00,Clothes,0
399,130,click,2025-09-22 11:11:00,Food,0
400,17,view,2025-09-19 10:58:00,Food,0
401,104,click,2025-09-03 21:26:00,Food,0
402,161,click,2025-09-14 09:49:00,Food,0
403,137,view,2025-09-11 11:16:00,Food,0
404,43,click,2025-09-14 10:57:00,Food,0
405,176,view,2025-09-07 10:38:00,Electronics,0
406,39,click,2025-09-24 06:59:00,Food,0
407,170,view,2025-09-08 22:40:00,Electronics,0
408,26,view,2025-09-19 05:25:00,Electronics,0
409,99,purchase,2025-09-16 08:17:00,Clothes,336
410,50,click,2025-09-06 16:07:00,Food,0
411,153,click,2025-09-02 01:56:00,Food,0
412,152,view,2025-09-01 19:11:00,Clothes,0
413,13,click,2025-09-16 01:38:00,Clothes,0
414,60,view,2025-09-13 05:21:00,Clothes,0
415,135,click,2025-09-19 14:47:00,Food,0
416,57,view,2025-09-15 02:48:00,Electronics,0
417,36,purchase,2025-09-06 13:59:00,Food,22
418,173,purchase,2025-09-05 09:03:00,Food,112
419,20,click,2025-09-14 05:33:00,Clothes,0
420,65,view,2025-09-22 23:24:00,Food,0
421,8,view,2025-09-25 19:45:00,Clothes,0
422,144,click,2025-09-15 10:02:00,Electronics,0
423,142,view,2025-09-17 09:31:00,Electronics,0
424,115,click,2025-09-01 07:02:00,Electronics,0
425,143,view,2025-09-22 17:15:00,Clothes,0
426,92,view,2025-09-19 11:17:00,Clothes,0
427,98,purchase,2025-09-09 07:45:00,Food,191
428,66,click,2025-09-20 22:27:00,Clothes,0
429,32,view,2025-09-03 08:12:00,Food,0
430,191,view,2025-09-12 04:03:00,Food,0
431,86,view,2025-09-25 02:30:00,Food,0
432,51,click,2025-09-18 22:16:00,Clothes,0
433,153,view,2025-09-07 21:50:00,Clothes,0
434,186,purchase,2025-09-24 18:47:00,Electronics,492
435,63,click,2025-09-04 05:06:00,Food,0
436,190,view,2025-09-19 08:08:00,Electronics,0
437,125,click,2025-09-08 11:37:00,Electronics,0
438,150,view,2025-09-04 13:47:00,Clothes,0
439,58,view,2025-09-04 18:43:00,Clothes,0
440,58,purchase,2025-09-01 01:19:00,Food,364
441,86,view,2025-09-22 17:22:00,Electronics,0
442,49,view,2025-09-27 15:05:00,Clothes,0
443,180,view,2025-09-09 23:01:00,Electronics,0
444,170,view,2025-09-02 13:03:00,Clothes,0
445,70,view,2025-09-25 12:57:00,Electronics,0
446,15,click,2025-09-10 13:28:00,Electronics,0
447,54,click,2025-09-13 03:47:00,Food,0
448,188,click,2025-09-12 06:49:00,Food,0
449,101,view,2025-09-25 13:51:00,Clothes,0
450,8,view,2025-09-24 17:31:00,Clothes,0
451,53,view,2025-09-06 04:45:00,Food,0
452,60,view,2025-09-21 16:24:00,Electronics,0
453,108,view,2025-09-18 02:17:00,Clothes,0
454,5,view,2025-09-27 05:08:00,Electronics,0
455,103,view,2025-09-03 16:38:00,Electronics,0
456,196,view,2025-09-02 08:29:00,Clothes,0
457,6,purchase,2025-09-14 18:44:00,Electronics,389
458,109,purchase,2025-09-15 12:01:00,Clothes,311
459,116,click,2025-09-16 00:14:00,Electronics,0
460,94,purchase,2025-09-17 13:08:00,Food,349
461,47,click,2025-09-07 21:58:00,Food,0
462,99,view,2025-09-07 00:57:00,Clothes,0
463,55,view,2025-09-16 00:24:00,Clothes,0
464,168,click,2025-09-11 18:13:00,Clothes,0
465,52,click,2025-09-15 17:19:00,Clothes,0
466,144,click,2025-09-01 04:16:00,Food,0
467,13,click,2025-09-24 22:48:00,Electronics,0
468,114,view,2025-09-22 04:13:00,Clothes,0
469,124,click,2025-09-17 11:31:00,Clothes,0
470,106,purchase,2025-09-05 21:56:00,Clothes,54
471,158,view,2025-09-01 17:51:00,Electronics,0
472,147,click,2025-09-24 21:10:00,Electronics,0
473,145,view,2025-09-02 10:26:00,Clothes,0
474,120,click,2025-09-18 19:25:00,Food,0
475,63,click,2025-09-29 18:10:00,Clothes,0
476,19,view,2025-09-24 09:05:00,Clothes,0
477,92,click,2025-09-21 10:12:00,Electronics,0
478,58,view,2025-09-23 02:35:00,Food,0
479,183,click,2025-09-29 12:01:00,Electronics,0
480,90,view,2025-09-27 18:29:00,Clothes,0
481,117,click,2025-09-19 10:58:00,Electronics,0
482,62,view,2025-09-07 20:43:00,Food,0
483,23,click,2025-09-16 10:17:00,Electronics,0
484,127,view,2025-09-08 10:27:00,Electronics,0
485,137,click,2025-09-29 08:56:00,Electronics,0
486,140,purchase,2025-09-10 03:00:00,Food,297
487,129,purchase,2025-09-08 16:53:00,Food,56
488,58,click,2025-09-12 11:00:00,Clothes,0
489,122,click,2025-09-27 18:33:00,Food,0
490,1,view,2025-09-05 12:27:00,Food,0
491,34,view,2025-09-23 15:06:00,Food,0
492,96,view,2025-09-05 01:10:00,Clothes,0
493,126,click,2025-09-22 06:08:00,Clothes,0
494,118,purchase,2025-09-26 22:09:00,Food,361
495,48,view,2025-09-18 00:31:00,Food,0
496,89,purchase,2025-09-24 05:07:00,Clothes,308
497,117,click,2025-09-13 20:26:00,Clothes,0
498,129,click,2025-09-20 17:15:00,Food,0
499,16,view,2025-09-19 20:06:00,Food,0
500,189,view,2025-09-21 11:06:00,Electronics,0
501,192,view,2025-09-13 11:30:00,Electronics,0
502,191,click,2025-09-04 06:02:00,Electronics,0
503,69,view,2025-09-08 14:19:00,Electronics,0
504,22,view,2025-09-07 03:06:00,Food,0
505,93,click,2025-09-17 05:31:00,Clothes,0
506,195,click,2025-09-21 19:06:00,Clothes,0
507,76,purchase,2025-09-17 21:59:00,Clothes,302
508,154,view,2025-09-14 09:06:00,Food,0
509,144,view,2025-09-27 09:37:00,Clothes,0
510,179,click,2025-09-14 07:55:00,Clothes,0
511,86,view,2025-09-19 23:15:00,Food,0
512,185,view,2025-09-13 16:28:00,Electronics,0
513,29,view,2025-09-07 17:50:00,Food,0
514,69,view,2025-09-29 21:01:00,Food,0
515,47,view,2025-09-10 20:01:00,Food,0
516,94,view,2025-09-23 02:21:00,Food,0
517,190,view,2025-09-07 18:09:00,Food,0
518,197,view,2025-09-19 16:33:00,Electronics,0
519,144,click,2025-09-16 09:44:00,Clothes,0
520,176,view,2025-09-17 03:59:00,Clothes,0
521,85,click,2025-09-19 10:50:00,Food,0
522,39,view,2025-09-25 09:33:00,Clothes,0
523,100,view,2025-09-10 03:55:00,Electronics,0
524,33,click,2025-09-12 23:18:00,Clothes,0
525,101,view,2025-09-11 19:12:00,Clothes,0
526,23,view,2025-09-02 21:28:00,Electronics,0
527,10,view,2025-09-17 08:37:00,Electronics,0
528,69,purchase,2025-09-04 10:18:00,Clothes,370
529,100,view,2025-09-22 16:02:00,Food,0
530,34,view,2025-09-01 02:11:00,Clothes,0
531,180,click,2025-09-18 20:12:00,Clothes,0
532,138,view,2025-09-14 20:57:00,Clothes,0
533,147,view,2025-09-23 23:01:00,Electronics,0
534,186,view,2025-09-19 22:24:00,Clothes,0
535,96,click,2025-09-18 18:15:00,Electronics,0
536,1,view,2025-09-11 05:27:00,Food,0
537,69,view,2025-09-08 06:48:00,Food,0
538,4,view,2025-09-14 22:29:00,Food,0
539,16,click,2025-09-17 22:40:00,Electronics,0
540,24,view,2025-09-17 18:26:00,Electronics,0
541,80,purchase,2025-09-05 18:06:00,Clothes,379
542,2,view,2025-09-29 00:32:00,Clothes,0
543,128,purchase,2025-09-17 10:54:00,Clothes,252
544,160,purchase,2025-09-16 02:20:00,Electronics,458
545,84,view,2025-09-22 12:36:00,Electronics,0
546,152,view,2025-09-23 07:25:00,Clothes,0
547,140,view,2025-09-29 18:09:00,Clothes,0
548,178,view,2025-09-16 22:50:00,Food,0
